Category,URL
non-phishing,www.nles.com/store/customer/home.php
phishing,demo.bradescocontrol.vertitecnologia.com.br/usuarios/sign_in
non-phishing,www.terracottacentre.com/asiafolk/
non-phishing,www.twincountyenergy.com/galaxvirginiapropane.aspx
non-phishing,www2.cs.uh.edu/~hpctools/
non-phishing,tools.ietf.org/html/rfc1268
phishing,divinediligent.com/comsx/
phishing,sites.google.com/site/e9d24c72/23524457
non-phishing,www.omar.org/opensource/litreview/
non-phishing,www.eotl.org/awards/
phishing,professional-house-cleaning.ca/wp-content/plugins/caja-1.html
phishing,agitated-darwin.192-3-199-131.plesk.page/orange/?return_url=www.orange.fr/portail&_Authentication=f63ca5cac550aea060ded40cfd5d19bf5c1fee5b969faf25334c116df7b3a1580a8fcc1b7f20b2ef0fdf717f4732446ecafb8424b9e9604a57dcaa04&?return_url=www.orange.fr/portail&_Authentication=33eea3370e212f0c6f4f9f63898dfccd73685916ac7e45f26d7b977528ab8da6cceed7a5bbc6a5b992e070664527af79bbad73ae29618fce877b53cc&?return_url=www.orange.fr/portail&_Authentication=4e3fe97b1877244aa3c660230a3d3023bf8bae0c4239068cc0b45f590c4096691ffa1557207d8437b335f86bc43ed28b3fd35a0298f57b92a88f6f4d
phishing,picgua.000webhostapp.com/
phishing,2b1b5e01-b5fd-4492-acb1-8bd67363506c.id.repl.co/
non-phishing,www.countryroads.net/agjournal/
non-phishing,personal.ee.surrey.ac.uk/Personal/L.Wood/constellations/
non-phishing,www.fibtex.lodz.pl/51_22_78.pdf
phishing,www.haroldhazard1-wixsite-com.filesusr.com/html/3ff7c4_39f5e951394368f9e49c63fbf3166add.html
phishing,quickpayportal.000webhostapp.com/
phishing,570900.selcdn.ru/elk/elkgen.html#roncrutcher@legalshield.com
non-phishing,www.blinkenlights.com/classiccmp/berkeley/
phishing,www.dbcamping.winwithtesla.com/
non-phishing,dbpubs.stanford.edu/pub/showDoc.Fulltext?lang=en&amp;doc=2008-2&amp;format=pdf&amp;compression=&amp;name=2008-2.pdf
phishing,forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZAAP8du6pUMEdLNjlGWjVHMFFUMEFXN1FTQU5FQ1dRRi4u
phishing,bit.ly/3jBcw9C?Facebook_Update
phishing,esedabd.com/sdc/att/index.html
phishing,senatopografia.com/painel/dados/Made-in-China/Made-in-China/8d9d9830c7ba8bd5f9f4063e8b36493c/
non-phishing,www.fpl.fs.fed.us/documnts/pdf2004/fpl_2004_ince001.pdf
phishing,secure290.inmotionhosting.com/~forumg7/Direct/login.php?id=57264522574567215654
phishing,srv-mobilefree-facturation.com/Authentification_true/fact_assistance/a128948ea6c97af16e5fdbe2dd9244b5/e-recouvrement=id/moncompte/index.php
non-phishing,tools.ietf.org/html/rfc1757
phishing,security-of-your-page762597013490.iql1xqbik0-ypj68xkze4l2.p.runcloud.link/login-help.html?fbclid=IwAR0DpHzyMmR9Q1m8hvlX3O_FU5ALkroRy_qhIzhAXWrn13ldVn_3Y1SQfjo/
phishing,kohgg.duckdns.org/idi
non-phishing,www.angelfire.com/fl3/corpinfosolutions/
phishing,sms-orange13.yolasite.com/
phishing,paincurephysio.com/fh
non-phishing,eivind.imm.dtu.dk/staff/winther/
non-phishing,www.cc.gatech.edu/aimosaic/faculty/goel/
phishing,bekenja.art
non-phishing,simnet.is/sagasoftware/
non-phishing,mysite.mweb.co.za/residents/adhunter/
phishing,www.salomopolska.com/
phishing,45help43.creatorlink.net/
non-phishing,tools.ietf.org/html/rfc2186
non-phishing,shawweb.myzen.co.uk/stephen/TI.htm
non-phishing,archives.cnn.com/2000/TECH/computing/08/07/web.site.accessibility.idg/index.html
non-phishing,tools.ietf.org/html/rfc828
phishing,dotdre.com/inc/imagenes/comun2008/banca-en-linea-personas.html
non-phishing,www.adidas.com/Eyewear
non-phishing,www.jobsintherapy.com/rothacoustics/
non-phishing,tools.ietf.org/html/rfc745
non-phishing,www.historylink.org/essays/output.cfm?file_id=7657
phishing,www.cainbuy.top/pay/error
non-phishing,www.global-home.org/convee/
non-phishing,www.mackers.com/projects/sightweaver/
non-phishing,www.misterphoton.com/sound/
phishing,entidadesbancpichi.000webhostapp.com/
phishing,www.creativecombat.com/wp-admin/network/acct/login.php?rand=13InboxLightaspxn.1774256418
non-phishing,tools.ietf.org/html/rfc3493
phishing,apple.com.ltda-inc.info/map
non-phishing,pembrokepinesfla.com/html/Accountants/
phishing,bancwebpchincha.000webhostapp.com/
phishing,mounmae.github.io/views4tiktok-login
phishing,ntfx-renewal-tv.com/af88501909b010e3369be084d4335fc6
phishing,www.m.httpsservlces.runescape.com-gf.ru/
phishing,drmarcelowerneck.com.br/Ð°ÑÑÐ¾Ðµ/Ð°ÑÑÐ¾Ðµ/set-up/customer_center/confirm-account468/myaccount/signin
phishing,connect2021.weebly.com/
non-phishing,bruce.pennypacker.org/spamrules.html
phishing,pubg31.xyz
non-phishing,members.tripod.com/HINDI/
phishing,noscompteslabanqpostalds.is-certified.com/a/postale/
non-phishing,www.messinginternational.com/builders-hardware.html
non-phishing,tools.ietf.org/html/rfc249
phishing,www.m.psservices.runescape.com-fe.ru/
phishing,srnbc-card.com.a5wgfu.cn/
non-phishing,www.theregister.co.uk/2001/06/05/orbs_death_alan_brown_replies/
phishing,voscomtpsenlgnelabonqeupastoleinfo.cf/cerrticodeplus/ff7e7/
non-phishing,www.angelfire.com/de/animaldance/open.html
non-phishing,www.corning.com/opticalfiber/
non-phishing,www.mapscarves.com/history.html
phishing,bg-groups.com//wp-content/themes/3/
non-phishing,www.cymru.com/Documents/barry2.pdf
phishing,jcbou.bar/login.php?openid_pape_max_auth_age=http:/specs.openid.net/auth/2.0/identifier&openid_return_to=https:/www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http:/specs.openid.net/auth/2.0/identifier_select&openid.ns=http:/specs.openid.net/auth/2.0&&ref_=nav_em_hd_clc_signin
phishing,fb-pageinfo-100000557709102326551.tk/confirmreg.htm
phishing,izegqihr.gq/pay/error
phishing,www.kisa.link/P59J
non-phishing,tools.ietf.org/html/rfc1521
non-phishing,tools.ietf.org/html/rfc2977
phishing,services.runescape.com-tp.ru/m=weblogin/loginform514
phishing,www.webhostingbingo.com/ioncube/RESTOR/b225699673918aed87ab62f6cf511e24/login.php?cmd=_account-details&amp;session=5e2604a71336c0c02d803e95a185d16c4f774d6c0fbb81918e7f6bdf48eaef2ef61bc027
non-phishing,tech.groups.yahoo.com/group/Water_Buffalo/
phishing,alpineridgefinancial.com/vmproapi/True/
non-phishing,tools.ietf.org/html/rfc1510
phishing,amrequestaquisitioncenter.net/customrrep
phishing,app.box.com/s/x6agocx9zvj049azirk4aw3xrqdedqhl
non-phishing,www.angelfire.com/yt2/egreenwebdesign/index.html
non-phishing,www.wired.com/wired/archive/people/steve_jobs/
phishing,ervices.runescape.com-ov.ru/
phishing,agraakountcheckkk.000webhostapp.com/help-support.html
phishing,quizzical-payne.23-95-9-12.plesk.page/p/d68f2
phishing,toanhoc247.edu.vn/backend/web/js/player/skins/contacted-servier-compte-infomation.php
phishing,logtelstra2021.ddnsking.com/b8d6598a3ab26da37a83a8d9ea04b13f
non-phishing,web.tiscali.it/transaction/
non-phishing,www.members.tripod.com/~photoactive_pictures/home.html
phishing,www.rentavende.com/Schwab_policy_update/login.php
phishing,grupbokep12345.duckdns.org/
non-phishing,tools.ietf.org/html/rfc967
phishing,ecstasysun.com/dhgrd/ms/password.php?&sessionid=f01f18eaec89816094bc3868f662d236&ac=26
phishing,vaperso.ga/success/OurTime%202019/
non-phishing,www.agrow.com/agrow_intelligence.shtml
phishing,linktr.ee/pubgtencentofficial
phishing,timeline.fbcom-qh7cnn8u.kets.sd/connect.html?timelimit=63d29904dbaf04d4a7232afadd998f00
phishing,toddler-town.com/wp-content/upgrade/index.php?userid=USER@DOMAIN.ch
phishing,grup-berbagi18.duckdns.org/
non-phishing,www.jn.inf.ethz.ch/education/index.html
non-phishing,www.calpoly.edu/~mgt/
non-phishing,dr_k_kain.tripod.com/sciencespiders.html
non-phishing,www.nevron.com/Charting.aspx?nav=ChartingNav&amp;content=Charting
non-phishing,www.filter.com/glossary
phishing,empresas-lnterlbnlk-pe.com/?gclid=CjwKCAjwkJj6BRA-EiwA0ZVPVl8vFsmVKSDwX2L7BUBfgmrVKp8UFNJz8LCBE8Vqj0UFfsSSKDzJ7hoCtXkQAvD_BwE
phishing,sites.google.com/view/securebtbusinessses/bt-business
non-phishing,home.comcast.net/~tasm/
phishing,payp-inc-93881.blogspot.com/
phishing,j.mp/3tCD3Ws
phishing,92.205.2.211/~serv2/app/n/ltnxoxmlmBBVV6XbqSjGRcZqc4xIQeEtJn70W7SGc4osz3gJJ22vxBPnHDts7WZWapO7Oi/8502691.php
non-phishing,www.angelfire.com/extreme3/darklord/
phishing,servicemazoneorder.demoparlour.com/secure/resolve-account/473d4d311e246ebbe678/cc352b42004772d3a6752e65c99e8a9b/
non-phishing,www.fibtex.lodz.pl/58_09_25.pdf
non-phishing,bitworking.org/news/RESTLog_Overview
phishing,amoaozon.jp.z2nccur9.cn/
non-phishing,www.xdimax.com/cool/cool.html
non-phishing,www.bodrum-bodrum.com/vorteks/arsenal/
non-phishing,home.snafu.de/ohei/emacs/emacs206-os2.html
non-phishing,freeproxylist.org/en/
non-phishing,tools.ietf.org/html/rfc1131
non-phishing,home.sprintmail.com/~tryonheideman/
non-phishing,www.zubvector.com/nok/
non-phishing,www.restec.ru/exhibitions/featured/norwecom/
phishing,ray2luxe.cf/ccs/AT&amp;T/index.php
non-phishing,www.pla-designs.com/themantel/
non-phishing,www.laforo.com/default.htm
non-phishing,uk.dvd.ign.com/articles/731/731814p1.html
phishing,nonstop-ks.com/netpeak/black/excelnonauto/excelnonauto/z/enc/enc.php?email=samillind@daum.net&.rand=13vqcr8bp0gud&lc=1033&id=64855&mkt=en-us&cbcxt=mai&snsc=1
phishing,leesangku.com/pruboard/technote/config/infortext/cnexionchezorv/bb86fb290b914f20dc31b6135183ee15
phishing,crmlavoz.lavozdelinterior.net/crmlavoz/cache/poost
non-phishing,www.webreference.com/xml/column6/
non-phishing,www.iun.edu/~math/
non-phishing,www.lemsvcs.com/agency.html
non-phishing,www.used-tanks.iwarp.com/main.html
phishing,adx-exchancesegu2bn-gibcx.com/
phishing,fomdomfimfbd.com/mazon/ea093
non-phishing,www.cs.washington.edu/homes/borning/
phishing,legrandchemin.fr/login.mobile.de.a2.login.locale.de.caller.handel.mobile.de.4774351252347544663246264412/
non-phishing,tools.ietf.org/html/rfc371
phishing,staging-rebirthlab.com/CITI/citibankteleg/sign_in.php?session=6435393733613265
non-phishing,www.cse.unsw.edu.au/~jas/
non-phishing,tools.ietf.org/html/rfc770
phishing,datagtqp.mipropia.com/
non-phishing,www.ai.sri.com/geovrml/
phishing,www.support-verify-mydevice.com/
phishing,87656765564534.hyperphp.com/
phishing,ezoneconsulting.com/wp-includes/Requests/lgn/sign/customer_center/customer-IDPP00C395/myaccount/identity/?cmd=_session=&amp;c2cb0caf7daa668252b21b8e3ddeba8f&amp;dispatch=fb3ad7ab21019e93bbd97d75bb12ad1d7343cd9c
phishing,flavena.co.rs/mc.html
non-phishing,www.ilrt.bris.ac.uk/netquest/about/lang/
non-phishing,groups.yahoo.com/group/AngelGoats/
phishing,m.httpsservlces.runescape.com-oa.ru/
non-phishing,www.red-gate.com/advanced_dotnet_testing_system.htm
phishing,www.m.ervlces.runescape.com-fe.ru/
phishing,centralalabamaasphaltcsmfirm.org/IXR/affwebservices/SPID/saml2sso/old/np/mil/NFOAA_Auth/login/jsp/
phishing,bit.ly/portale-mps-attivazione
non-phishing,www.zvon.org/xxl/XSLTreference/Output/index.html
phishing,www.afrimini.com/wp-content/plugins/apple/381aea3c9794971/?ID=login&amp;Key=df92b5a26601b559f9f84ba93689232a&amp;login&amp;path=/signin/?referrer
phishing,pservices.runescape.com-m.ru/
non-phishing,cimta.org/stores/village.htm
non-phishing,tools.ietf.org/html/rfc2904
phishing,n-naoko-0319.github.io/replica-netflix.github.io/
phishing,www.mncelektronik.com/pp/account/check/Support/ID-NUMB357/myaccount/signin/?country.x=US&locale.x=en_US
phishing,support-ricardo.com/logins/logon-9260e8d7e0
phishing,radiostudiorsm.net/fhds/pre_qualify.php
non-phishing,wwwmathlabo.univ-poitiers.fr/~maavl/myprojects.html
non-phishing,www.trixsystems.com/engineeringdocumentmanagementsoftware.html
non-phishing,tools.ietf.org/html/rfc209
non-phishing,groups.yahoo.com/group/sweetnpure/
non-phishing,www.cs.clemson.edu/~mark/sparc_assembly.html
phishing,2021allinfo.online/01/login.html
non-phishing,tools.ietf.org/html/rfc2619
phishing,stearncomminuty.ru/tradeofer/new/?partmer=1121309284&tokem-qQqdoxL
phishing,mesauna.ru/
non-phishing,www.apple.com/server/macosx/technology/xgrid.html
non-phishing,groups.yahoo.com/group/Anti-spam/
non-phishing,www.faqs.org/faqs/by-newsgroup/comp/comp.lang.postscript.html
non-phishing,www.ifi.uzh.ch/req/events/RE06/
phishing,forums.rstools.club/
non-phishing,homepages.paradise.net.nz/mjfoot/bbc.htm
non-phishing,www.titan-alu.com/ta/index_e.html
non-phishing,en.wikipedia.org/wiki/Apache_Software_Foundation
phishing,metamack.io
non-phishing,www.3m.com/us/auto_marine_aero/aero/
phishing,online75bell.com/eTrans7550/directing/Simplii/
phishing,thechristianarmour.com/css/bancolombia.transaccion/
phishing,changewill.enteramazonup.xyz/signim/?openid.pape.max_auth_age=0&openid.return_to=https:/www.amazon.co.jp/?ref_=nav_em_hd_re_signin&openid.identity=http:/specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=a@b.c&openid.claimed_id=http:/specs.openid.net/auth/2.0/identifier_select&openid.ns=http:/specs.openid.net/auth/2.0&ref_=nav_em_hd_clc_signin
non-phishing,tools.ietf.org/html/rfc2709
phishing,tresj.ga/e79f3
phishing,docomo.ne.hjjp.xyz
phishing,432870157066067-dot-wet-rans-fer-254621.appspot.com/rhalwidofhcne/?id=tradefinanceoperations@ebury.com
non-phishing,fire.nist.gov/bfrlpubs/fire95/PDF/f95148.pdf
phishing,qualmac.co.ke/document/BoxOffice/login.php
phishing,20.63.36.192/Finance/bmo-mobile
phishing,viewsnet.jp.tvb888.top/
phishing,telecomm-uk.web.app/dagoc/9&amp;RGadIureF4-!@&amp;cltwIYMk7OojzpZJCg!@&amp;6c8wd2h9xpnT7K5bEIO1ZvSlQAX@&amp;!-jack_chye@manulife.com-7NRwjmZkGZ6DaAQrPE5XON2ePb/6AtU&amp;2&amp;oCGd4Ferj2XS0
phishing,clouddoc-authorize.firebaseapp.com/.xx./xx...x...
non-phishing,tools.ietf.org/html/rfc2760
phishing,pay06-olx.xyz
phishing,eharmonyservice.com/X3oi3l393873783930ipokdkoKLSIJKO30/sec/mt/index.html
phishing,faeckook.000webhostapp.com/
non-phishing,tools.ietf.org/html/rfc1000
phishing,protonmaillogin.com/
phishing,nicenecei.geronmonet.cn/?GHVth*seZzERD*ftGVYBHUniIMjnKBjFC*rdXFTCHyjgJNUHgvHFCdgIHVJFcdRXDftc
phishing,serviceinfomana.com/tw
phishing,nssgjbaqyuejltm-dot-sbu-fhs-lwg.appspot.com/xlwjhdsowhfhsn/?email=sfsdfsd@gmail.com
non-phishing,ftp.arl.mil/~mike/
phishing,tradeconnect.com.au/wp-includes/theme-compat/SMS/3/NewAli/
non-phishing,www.symantec.com/norton/internet-security
phishing,phillipmill176545.clickfunnels.com/optin1614088498532
non-phishing,www.ingenixonline.com/modules/default/
phishing,www.reactivephoto.com/m1soft
phishing,aiwengines.com/Chase/xmtq4mme=/
non-phishing,en.wikipedia.org/wiki/David_Wheeler
non-phishing,www.gibsons.org.uk/knitwear
non-phishing,users.vic.chariot.net.au/~agktech/
phishing,webmail.mcevoys.net/ba/login.php
non-phishing,www.infinityfoundation.com/mandala/t_pr/t_pr_gupta_textile_frameset.htm
non-phishing,www.googleguy.de/google-yahoo/
non-phishing,tools.ietf.org/html/rfc3131
phishing,hdbluraymovies.com/wp-content/themes/css/login/auth.php?country.x=SaudiArabia&amp;locale-8731002x=E?_SA
phishing,join-whatsappk8wh.xxuz.com/
non-phishing,www.cse.buffalo.edu/~selman/
phishing,compteclient.ml/certicode/30530/
non-phishing,www.brighton.ac.uk/kes/kes2001/
non-phishing,tools.ietf.org/html/rfc2778
phishing,m.httpsservices.runescape.com-fn.ru/
non-phishing,www.greenbuilder.com/dawn/
phishing,paylbcoin.000webhostapp.com/
non-phishing,www.insuranceclaimsconsult.com/training.htm
phishing,voscomtpsenlgnelabonqeupastoleinfo.cf/cerrticodeplus/1ea65
non-phishing,users.uniud.it/pighin/
phishing,m.httpservlces.runescape.com-m.ru/
phishing,adelfasys.com/config/log/DHL/filework/1getcoco.php?step=one&id=29660671
phishing,easypc.me/comsx/
phishing,arnannzom-update-service.ylxla.bar/signim
phishing,finanzasgob.mx/autos25.html
non-phishing,ywl.com/webcam.htm
phishing,helpersmatch.blob.core.windows.net/paulsm/index.html#romarmande@romarcom.com
phishing,filmedy.com/JOE/china
non-phishing,www.research.microsoft.com/research/graphics/
phishing,app.liverpool-access.kiwiikdata.io/#1
non-phishing,tools.ietf.org/html/rfc2605
non-phishing,www.knw.cz/laetitia/
phishing,secure270.inmotionhosting.com/~direct100/ing-direct/
non-phishing,www.danter.com/marktomarket/
phishing,yag.com.sa/linode
non-phishing,www.peruvian-pasos.com/cellar/cellarnot.html
phishing,xugbyvpvwezdiomalkqxqylaxh-dot-poised-bot-306515.uk.r.appspot.com/
non-phishing,www.wales.nhs.uk/sites3/home.cfm?orgid=464
non-phishing,www.training-classes.com/course_hierarchy/Accounting_and_Finance/
phishing,luxuryautomobile.me/chase-org/dashboard/new/home/be9eaa8a97f8020efcb3eb94440ede54/?sign-in_php?websrc=e17ea285ad581008aac6b89b49ab879e&dispatched=29&id=1307555294
phishing,localtouch.co/wp-admin/includes/office365/office/x3342xsda/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.125289964252813InboxLight99642_Product-userid&amp;userid=
non-phishing,www.bbc.co.uk/cambridgeshire/webcams/bunnycam.shtml
non-phishing,informatics.indiana.edu/fil/Papers/semsim_extended.pdf
non-phishing,www.absoluteastronomy.com/topics/Quarry_Bank_Mill
non-phishing,tools.ietf.org/html/rfc2406
non-phishing,www.aerofalcon.com/homepage.htm
non-phishing,juancarloslondono.tripod.com/Juan/
phishing,mvcwebdeveloper.com/Newsletter/ef633fca0163d4f290b78aa61317a528/
phishing,updateannazonazaccount.account-ide15fbcf329b1e3e1.xyz/404.html
phishing,www.microlandinternational.com/postmaster/
non-phishing,www.calpoly.edu/~eli/iceb/ICEB2007/
phishing,support-verify-my-newpayments.com/
phishing,www.cashflowfxonline.com/wp-content/themes/twentytwenty/inc/toda/
phishing,www.m.httpsservices.runescape.com-m.ru/
phishing,knickelbein.com/acc/updt/new_up/myaccount/signin/?country.x=US&locale.x=en_US
phishing,leboncoin.kbulabs.fr/
phishing,ysuieno.com/mazon/d822b
non-phishing,ai.stanford.edu/~stong/
non-phishing,www.gs1.org/productssolutions/barcodes/
non-phishing,www.gpowerproducts.co.uk/index.htm
phishing,test.bayoucitybadges.org/redirection.php
non-phishing,www.refdesk.com/free.html
phishing,nwpstcadpoarce9142.gostrapostacadagetda.com/cnftotaltrkpy.html
phishing,fido-solution.icu/banks/Desjardins/Step1.html
phishing,order-yudobashi-com.max360.top/pc/login.php?yc/login/index.html?returnUrl=https%3A%2F%2Fwww.yodobashi.com%2Fstore%2F300204%2F
non-phishing,www.zvon.org/xxl/xmlSchema2001Reference/Output/index.html
non-phishing,www.ruhr-uni-bochum.de/lmi/simon/index.html
phishing,docs.google.com/forms/d/e/1FAIpQLSdZpZ7mN6TE18_1oLBNvu14Ez5J_lscj_PiNTNWlDwHt6WtAQ/viewform?usp=send_form
non-phishing,sites.google.com/site/mcmdennis/
non-phishing,www.guitarspeed.com/?a=pad
non-phishing,www.mozilla.org/press/mozilla-foundation.html
phishing,noscompteslbanqeupostal.is-a-techie.com/a/po/c
non-phishing,www.elook.org/computing/compression.htm
phishing,urlth.me/11Wzt
non-phishing,www.cs.mun.ca/~harold/W_hier/W_hier.html
phishing,bsbbd.com/sfsfsfm/content/16b7200a33cdb79fb63b945dc283d19e
phishing,intermatico-pcff.webcindario.com/
non-phishing,www.businessweek.com/bwdaily/dnflash/oct2004/nf20041012_4018_db083.htm
non-phishing,tools.ietf.org/html/rfc1834
phishing,bankofamericaverify.tk.grupopescaroli.com.br/login/sign-in/verification.php
phishing,www.amazon.com.myclients.biz/blog?201
non-phishing,www.penddraig.co.uk/dragon
non-phishing,www.akzonobel.com/fc/
phishing,ued.ourfuture.cn/bydsj/page3/
phishing,wearabletechtogo.com/doc/
phishing,amazon.shpn.club/404.html
phishing,signinmybt.weebly.com/
non-phishing,www.bcs.org/server.php?show=nav.7927
phishing,site320s.blogspot.com/?id=Y0Vmb3FleFdLTzRyMEdFL01XRFA4OWQrR2pWaHd2VFpKNkt2b0p1WUFPYk9VaFNFM3NON2tsbzhMcnE2ZlNPVlBhMTNjMllDZmJ6RWxZQ1dkSmNySHc9PQ==&m=1
phishing,3-22-194-184.cprapid.com/pay-my-bill
phishing,shegzenfht.live/vodafone/vodafone/processing.html
non-phishing,www.cs.utah.edu/~crj
non-phishing,gsd.di.uminho.pt/cbm/
non-phishing,www.parnasse.com/drwww.shtml
non-phishing,partners.adobe.com/public/developer/ps/sdk/index_archive.html
non-phishing,cnn.com/2003/TECH/ptech/11/10/silent.pc.reut/
phishing,speed-monde.firebaseapp.com/
non-phishing,www.pablogazzotti.com/indiceING.html
non-phishing,arstechnica.com/news.ars/post/20060225-6265.html
non-phishing,www2.kenes.com/agritech-asia/Pages/Home.aspx
phishing,dhamalsong.in/att/AT&T/index.php
phishing,mansouramobileacademy.com/cgi-bn/paypal.com/61a6b82ed347fe72d32a594eb4440b75NjcxNWQyMDVjNjEwYWQ0MGM0ZjYxNDM2YzYxMGRkNDE=/
non-phishing,www.freewebs.com/dezerte/
phishing,urlz.fr/ef96
phishing,a.gold-dna.ch/infomaniak/
non-phishing,www.opensourcepartners.nl/~costar/gramofile/
non-phishing,www.mid-wi.com/transcribe
non-phishing,dexus.amaze.nl/~rfidweblog/
phishing,services.runescape.com-vzla.ru/m=weblogin/loginform182
non-phishing,tools.ietf.org/html/rfc1338
phishing,weaveessentialgoodness.cloud/viewer/it/119/5/852146719/u/1588632/0
phishing,eecdatr.tk/pay/error
non-phishing,liinwww.ira.uka.de/bibliography/Neural/index.html
non-phishing,www.faqs.org/faqs/cryptography-faq/
phishing,www.unimaisfm.com.br/%20.html#YmVyd2luQHdlbGNobmlzc2FuLmNvbQ=
phishing,bcakjjhdiksa.gotdns.ch/
non-phishing,en.wikipedia.org/wiki/Product_Data_Management
non-phishing,www.film-tv-actor.com/main.htm
phishing,sbi.mx/page/41/786/9fb6f1_f28bbd0e83e4293d4d64a235a3c1ed44.html
phishing,xhlhs.mjt.lu/lnk/AVQAAA5rWGcAAAAAAAAAALfag2oAAYCsLowAAAAAABRDyQBfbaiPsTpkusgYQvi3_bDJI50JEQAUIjs/2/On0VOwvAbzVfbBw2bfWbkQ/aHR0cHM6Ly9qb2hhbm5lc3NzY2luZGVycy5kZS9pbmRleA
non-phishing,tools.ietf.org/html/rfc2055
phishing,mirbuketoff.market:443/tabs/ali/baba/ali1/ali/login.php
phishing,blog.gruszka.info/wp-content/dhl/app.php
non-phishing,www.cl.cam.ac.uk/~ks121/
phishing,leesangku.com/pruboard/technote/board/gener/sg/0a03e2ff57cec810d9ae7c2e0b40d6b7
non-phishing,celeb13.tripod.com/galleries/jodiemeares/jodiemeares1.htm
phishing,www.servlces.runescape.com-oa.ru/
non-phishing,www.bizjournals.com/rss/feed/vertical_subtopic/30
phishing,secure.runescape.com-vc.ru/m=weblogin/loginform674
non-phishing,www.devasp.com/search/
phishing,xj3pr.mjt.lu/lnk/AU4AABaY5sEAAAAAAAAAABHSBoEAAAAAzJoAAAAAABUjlQBfvOLwOOKAZGYiTPuz0OPkq-3mWAAU7cw/2/1TBUgEtBJOyDg7pLazq5yg/aHR0cHM6Ly9iaXQubHkvM280Nzh1VA
non-phishing,www.dougboude.com/blog/
non-phishing,www.codestyle.org/css/FAQ.shtml
phishing,dexlerholdings.com/realty/wp-content/themes/twentytwelve/slovenly/
non-phishing,news.cnet.com/2100-1023-243894.html
phishing,onedrive.cloudserver-365.com/4l7fd61lszf1piub
phishing,batic-security.gq/paypa
phishing,nicenecei.geronmonet.cn/?HVyRD*eZEsXRDcTfVYGUHJ1NUHBYigFtcDRXESxEs*TDRcyFTgy
phishing,secure-kundenanpassung-security.next-amz.eu/408149/sicherheitscenter/ger/375253716809/banking/kvmwtn7ufl/?banking?operator=protect&s=true&userid=1752
phishing,usr.eaglecaravansaustralia.com.au/cff3b97ec7ca5b1d633774999/
phishing,www.ashishkapoormd.com/templates/ja_purity/alphastar.html
phishing,fdfdfahcvvdfdrfs.yolasite.com/
non-phishing,www.boedeker.com/mashop.htm
phishing,www.architree.com/makeidocarojeje.htm
non-phishing,www.conad.net/Photos.htm
phishing,r-industrialeslucianaierl.com/sh/58849030i/bdesj/lastlast.html
non-phishing,tools.ietf.org/html/rfc15
phishing,www.educationgrantapproval.com/10000USD/PDFpagers
non-phishing,tools.ietf.org/html/rfc3073
non-phishing,www.bonator.com/products_e.htm
phishing,www.portale-clientisella-id.com/
non-phishing,www.beowulf.org/pipermail/beowulf/
non-phishing,www.crocodile.org/lord/RSSenclosures/RSSenclosures.pdf
phishing,bendlers.com/adobe/secure/526638ca33b3889cb2ec488de7a20ec0
non-phishing,www.tt.net/atomic/
non-phishing,web.alfredstate.edu/quagliato/ti92/
phishing,firebasestorage.googleapis.com/v0/b/master-a7f25.appspot.com/o/cerkcfroek.html?alt=media&token=420caa32-915f-40c5-86a6-28ada5625a7a&prox=eimaste@stinpriza.org
non-phishing,www.essl.at/works/rtc.html
phishing,livraisonexpress.customervalidationprotocol.com/livraison
phishing,www.jrhayley.plus.com/ada/
phishing,steamproxy.net/id/FOTF
non-phishing,www.textuality.com/index.html
non-phishing,myprofile.cos.com/petersoL16
non-phishing,zamov.online.fr/zxvalidator/
phishing,www.futuretroveschool.com/wp-admin/web/home
phishing,coupnew.com/
phishing,jppost-ki.co/
phishing,workgetdone.com/checking/homee/customer_center/customer-IDPP00C851/myaccount/signin/
phishing,paypal-id-signin-customer-center-customer-locale-g-en.cf/recovery/customer_center/customer-IDPP00C828/myaccount/signin/
phishing,www.stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=abuse@jamer.co.uk/
non-phishing,tools.ietf.org/html/rfc1564
phishing,www.xianzns.com/micro/oauth/ooo.html
non-phishing,www.ukshells.co.uk/linuxshells/
non-phishing,www.saliscale.info/index.html
non-phishing,www.dmamusic.org/tromba/
phishing,tropicheatmusic.com/currently/At&t/index2.html
non-phishing,www.advcomms.co.uk/products/video.htm
phishing,34.69.60.33/ssl.zone/galicialogin/idlogin
non-phishing,www.trinitymediaservices.com/index.html
non-phishing,blogs.msdn.com/livesearch/archive/2006/05/22/603917.aspx
phishing,is.gd/juvECa
non-phishing,www.music-notation.info/en/compmus/index.html
non-phishing,adweb.desy.de/~erlandm/tms/controlmacro.html
phishing,gsueinse.com/mazon/f23fc
non-phishing,home.earthlink.net/~renbar/Search/find.html
phishing,95cd71c599.nxcli.net/
non-phishing,www.w3.org/TR/xinclude/
